id,origin,status,split,split_group,basic_functionalities,types,parts,composition_level,industry,staff_data_scientist,staff_architect,staff_consultant,staff_software_engineer,estimated_months_to_finish,input_tokens,output_tokens,total_tokens,gpt54_no_cache_usd,client_satisfaction,impact_recognized,roi_satisfaction,future_impact_potential,delivery_quality,pseudo_reward,pseudo_roi_pct
wave3_t012_combo2_basic-insights_basic-documents,catalog_designed_simulation,measured_build_passed,train,d93187eec6914da34b81d7852edaab806bb0f9a3bc356728234c1d5ccc479925,Customer insights + Document automation,,basic:insights + basic:documents,B,,0.25,0.125,0.125,0.625,0.75,129266,9270,138536,0.46221499999999993,4,1,0,1,0,0.31,-50.0
wave3_t013_combo2_basic-insights_basic-documents__ind-telecom,catalog_designed_simulation,measured_build_passed,train,c41c52223752983f7c558a08f9e328a48898be9fc7eeb5258f57b8b00eeebc69,Customer insights + Document automation,,basic:insights + basic:documents,BI,telecom,0.25,0.125,0.125,0.625,0.75,133043,10441,143484,0.4892225,3,2,3,0,3,0.49,13.333333333333334
wave3_t014_combo2_extract_basic-search,catalog_designed_simulation,measured_build_passed,train,10206f246676c08c0b8980a3de7ce6f74c0943536dc51c9499b90a761795a4b8,Document automation + Smart product search,extract,extract + basic:search,BT,,0.25,0.125,0.125,0.625,0.75,173430,8617,182047,0.56283,1,4,0,1,1,0.31,228.57142857142858
wave3_t015_combo2_basic-recommend_normal__ind-healthcare,catalog_designed_simulation,measured_build_passed,train,8def70adf2d9c894c6aab20fcc280c034b4686b4ab80989262d6b83a629a3cfe,Personalized discovery + Research,normal,basic:recommend + normal,BTI,healthcare,0.25,0.125,0.125,0.625,0.75,129257,8981,138238,0.4578575,0,3,3,1,3,0.38,650.0
wave3_t016_combo2_feedback_behavior__ind-manufacturing,catalog_designed_simulation,measured_build_passed,train,c8291c92eb619b4ce7111bda2fc574bd66b491a6bd4f5b0259f6966d1139b61f,Customer insights + Personalized discovery,feedback + behavior,feedback + behavior,BTI,manufacturing,0.25,0.125,0.125,0.625,0.75,180282,10119,190401,0.60249,3,5,5,3,0,0.6900000000000001,29.41176470588235
wave3_t017_single_basic-onboard,catalog_designed_simulation,measured_build_passed,train,f78bcbaaa011a6822c857b60e586694725645d48cc0feb32039c0529bf2ecb34,Guided onboarding,,basic:onboard,B,,0.2,0.1,0.1,0.5,0.5,111553,5325,116878,0.35875750000000006,3,1,0,3,5,0.44,-35.294117647058826
wave3_t018_single_compare,catalog_designed_simulation,measured_build_passed,train,f9f25d7a558b5d49660cb080b8ea9f890d2fafe283e087f38483616355ee19b8,Smart product search,compare,compare,BT,,0.2,0.1,0.1,0.5,0.5,120187,6987,127174,0.4052725,5,1,0,0,4,0.47,275.0
wave3_t019_single_review__ind-telecom,catalog_designed_simulation,measured_build_passed,train,de198cd351ac2a185e233ac5345d53bb0d5247edf9a7b507b4b348dccad9a35d,Document automation,review,review,BTI,telecom,0.2,0.1,0.1,0.5,0.5,165933,7561,173494,0.5282475,2,5,4,2,2,0.63,-81.25
wave3_t020_combo2_basic-search_basic-research,catalog_designed_simulation,measured_build_passed,train,1d6a3b89d65d89b9079589b355b0b1d71d1d5ed343735fc48110c1598aabc350,Smart product search + Research,,basic:search + basic:research,B,,0.25,0.125,0.125,0.625,0.75,123078,7994,131072,0.427605,1,4,4,3,2,0.54,-46.666666666666664
wave3_t021_combo2_basic-support_basic-recommend__ind-retail,catalog_designed_simulation,measured_build_passed,test,20355ce3338f10a5f29997568e6988cee2b55bfc800412341f61cc87280dd979,AI customer support + Personalized discovery,,basic:support + basic:recommend,BI,retail,0.25,0.125,0.125,0.625,0.75,126206,8458,134664,0.442385,1,0,2,4,5,0.37,90.0
wave3_t022_combo2_deep_basic-recommend,catalog_designed_simulation,measured_build_passed,train,9d1b1f46135f815485126318dc76cdd2a8267b91b69590b794bcb11324477883,Research + Personalized discovery,deep,deep + basic:recommend,BT,,0.25,0.125,0.125,0.625,0.75,132387,9457,141844,0.47282250000000003,0,4,1,0,3,0.33,55.55555555555556
wave3_t023_combo2_faq_basic-documents__ind-finance,catalog_designed_simulation,measured_build_passed,train,12579fc87688bf031eca02b2e3e0cc3bfe02edb755818f2cfb163e6093885dc9,AI customer support + Document automation,faq,faq + basic:documents,BTI,finance,0.25,0.125,0.125,0.625,0.75,132977,10036,143013,0.4829825,1,4,0,1,1,0.31,-52.94117647058823
wave3_t024_combo2_web_triage__ind-insurance,catalog_designed_simulation,measured_build_passed,train,fa13f5b2be6d5bb5f09ec8a13e96657007ef4b6500523f973652c44db9e4c050,Research + AI customer support,web + triage,web + triage,BTI,insurance,0.25,0.125,0.125,0.625,0.75,275373,15535,290908,0.9214575,5,4,4,4,2,0.8,-26.666666666666668
wave3_t025_single_basic-recommend,catalog_designed_simulation,measured_build_passed,test,b747591407d3c8fe6714fe530cbd91f8d678093aa834998208ad8d895a37722a,Personalized discovery,,basic:recommend,B,,0.2,0.1,0.1,0.5,0.5,116245,6478,122723,0.3877825,5,5,3,5,3,0.86,64.28571428571429
wave3_t026_single_deep,catalog_designed_simulation,measured_build_passed,train,3bcbdbfeabe66919ef169526ed028d2172dda37348ee1e2e7ea3a45e7727d1b3,Research,deep,deep,BT,,0.2,0.1,0.1,0.5,0.5,119579,6787,126366,0.4007525,3,3,3,3,4,0.63,366.6666666666667
wave3_t027_single_guided__ind-healthcare,catalog_designed_simulation,measured_build_passed,train,e411a9cfa66a00df4bf4d22f307d482f3c810803bf816457c068c11a989f0a6f,Guided onboarding,guided,guided,BTI,healthcare,0.2,0.1,0.1,0.5,0.5,124114,7724,131838,0.426145,3,4,1,2,1,0.49,75.0
wave3_t028_combo2_basic-recommend_basic-support,catalog_designed_simulation,measured_build_passed,train,ec97a990a508ebb5fc1b1627164d5709333d247492485315ddc2078535951326,Personalized discovery + AI customer support,,basic:recommend + basic:support,B,,0.25,0.125,0.125,0.625,0.75,120090,7296,127386,0.409665,0,4,2,2,5,0.47000000000000003,233.33333333333334
wave3_t029_combo2_basic-documents_basic-research__ind-healthcare,catalog_designed_simulation,measured_build_passed,train,4f787132ef50df2811a20bb69d569bbf06f9a09525cff0ef3dc681bb068972d3,Document automation + Research,,basic:documents + basic:research,BI,healthcare,0.25,0.125,0.125,0.625,0.75,132362,8735,141097,0.46193000000000006,2,0,4,3,0,0.34,-6.666666666666667
wave3_t030_combo2_basic-documents_interests,catalog_designed_simulation,measured_build_passed,train,a333e3da212056d60f44e014c4498d26d7b487a5dc47eba975d5317dd90a0ed9,Document automation + Personalized discovery,interests,basic:documents + interests,BT,,0.25,0.125,0.125,0.625,0.75,119495,6684,126179,0.3989975,2,4,5,1,0,0.54,70.58823529411765
wave3_t031_combo2_sentiment_basic-search__ind-retail,catalog_designed_simulation,measured_build_passed,train,2aa11b673b0b885a32b7b6f86529fbf937ac0603f64db5794c325e0ed7ffda32,Customer insights + Smart product search,sentiment,sentiment + basic:search,BTI,retail,0.25,0.125,0.125,0.625,0.75,124586,7816,132402,0.428705,3,5,0,1,2,0.51,80.0
wave3_t032_combo2_adaptive_normal__ind-energy,catalog_designed_simulation,measured_build_passed,test,9fd1dd553998be8bfa0c93f9883193c7d925116e96a76e5dba644923fbdc4790,Guided onboarding + Research,adaptive + normal,adaptive + normal,BTI,energy,0.25,0.125,0.125,0.625,0.75,126180,8447,134627,0.44215499999999996,2,4,1,1,3,0.47000000000000003,114.28571428571429
wave3_t033_single_basic-research,catalog_designed_simulation,measured_build_passed,train,aff94acd492f7c6a5c8ed5e9d9f8619fb915bef0e1030782bdadb405eeaef542,Research,,basic:research,B,,0.2,0.1,0.1,0.5,0.5,141781,6994,148775,0.45936249999999995,3,2,1,3,0,0.38,0.0
wave3_t034_single_extract,catalog_designed_simulation,measured_build_passed,test,c2a9fa14e70282f3a9365be8dd6fa818e75b0fe5c34aef60cb06c074738f84d0,Document automation,extract,extract,BT,,0.2,0.1,0.1,0.5,0.5,116201,6281,122482,0.38471750000000005,3,4,4,3,4,0.72,240.0
wave3_t035_single_compare__ind-public_sector,catalog_designed_simulation,measured_build_passed,validation,bff7d49317d7ba9f766b4276dcb9d5df088d5b5f20d1e08f1ed1f22ec73738e7,Smart product search,compare,compare,BTI,public_sector,0.2,0.1,0.1,0.5,0.5,129386,9268,138654,0.462485,5,5,1,4,5,0.82,70.58823529411765
wave3_t036_combo2_basic-support_basic-search,catalog_designed_simulation,measured_build_passed,test,ca6acea47ccee9dec7e693a5217e7f21e6739ac4fbc1ccb9efa1f7e01d78b36c,AI customer support + Smart product search,,basic:support + basic:search,B,,0.25,0.125,0.125,0.625,0.75,116916,6536,123452,0.39033,5,5,5,4,4,0.95,150.0
wave3_t037_combo2_basic-onboard_basic-insights__ind-finance,catalog_designed_simulation,measured_build_passed,train,fcc201f19a16d2893a94eb4cecc1dc8836ad5551b52d5be8c313e40ca5ed5a81,Guided onboarding + Customer insights,,basic:onboard + basic:insights,BI,finance,0.25,0.125,0.125,0.625,0.75,199393,12390,211783,0.6843325000000001,4,2,0,1,4,0.48,23.529411764705884
wave3_t038_combo2_feedback_basic-support,catalog_designed_simulation,measured_build_passed,test,486de18f7e6d3508aaca14deb21aa6c39f52923cadc3dd42753b09296db3ec6d,Customer insights + AI customer support,feedback,feedback + basic:support,BT,,0.25,0.125,0.125,0.625,0.75,123589,7699,131288,0.42445750000000004,2,0,5,4,5,0.55,6.25
wave3_t039_combo2_extract_basic-insights__ind-telecom,catalog_designed_simulation,planned_unmeasured,train,1ccdad1ba763964741d96d3b2bf8af2ad40af8f3530ffb4de08170a7c5716fe2,Document automation + Customer insights,extract,extract + basic:insights,BTI,telecom,0.25,0.125,0.125,0.625,0.75,,,,,1,2,5,3,3,0.51,166.66666666666666
wave3_t040_combo2_compare_interests__ind-telecom,catalog_designed_simulation,planned_unmeasured,train,be6599518b4042f2951e9beff88da64b5f7a054cf41c6b2eccea90098d3be7f3,Smart product search + Personalized discovery,compare + interests,compare + interests,BTI,telecom,0.25,0.125,0.125,0.625,0.75,,,,,4,5,1,0,1,0.5599999999999999,0.0
wave3_t041_single_basic-search,catalog_designed_simulation,planned_unmeasured,train,450182d7ffc70da162a5169e56b8b17b01604623cd06a150f91b11ee5c77ce1e,Smart product search,,basic:search,B,,0.2,0.1,0.1,0.5,0.5,,,,,1,0,1,5,1,0.23,244.44444444444446
wave3_t042_single_faq,catalog_designed_simulation,planned_unmeasured,train,43ee353474691df1377a140188c922c5bd808df4fff6eb335c4abb90cb841ea1,AI customer support,faq,faq,BT,,0.2,0.1,0.1,0.5,0.5,,,,,5,5,2,4,0,0.71,100.0
wave3_t043_single_feedback__ind-retail,catalog_designed_simulation,planned_unmeasured,test,bc7dfd3ed55d3847bfd1129c5f1cc839db48e8d31266181f4b4c9a75245688f1,Customer insights,feedback,feedback,BTI,retail,0.2,0.1,0.1,0.5,0.5,,,,,1,0,1,3,4,0.28,125.0
wave3_t044_combo2_basic-onboard_basic-recommend,catalog_designed_simulation,planned_unmeasured,validation,4be21c8f0f74c4ea1e0b5dad49d9b3484bffa9f42ae14684311d4fbee4269ebb,Guided onboarding + Personalized discovery,,basic:onboard + basic:recommend,B,,0.25,0.125,0.125,0.625,0.75,,,,,4,1,1,3,3,0.48,170.0
wave3_t045_combo2_basic-recommend_basic-search__ind-finance,catalog_designed_simulation,planned_unmeasured,validation,70522a5bb57420824547c66810a249208062c85c2af06d4fc05f01de6a9adb26,Personalized discovery + Smart product search,,basic:recommend + basic:search,BI,finance,0.25,0.125,0.125,0.625,0.75,,,,,0,5,0,4,5,0.48,88.23529411764706
wave3_t046_combo2_basic-search_adaptive,catalog_designed_simulation,planned_unmeasured,validation,7659d0394fcd52f45a63c74f52497ab14611c613b7d63edded0b3c0e31dff3cf,Smart product search + Guided onboarding,adaptive,basic:search + adaptive,BT,,0.25,0.125,0.125,0.625,0.75,,,,,3,4,4,0,2,0.6,40.0
wave3_t047_combo2_basic-research_compare__ind-insurance,catalog_designed_simulation,planned_unmeasured,validation,6c56884318915ce574ad65536c22273b65f13398c8f10c6e865b8167e414fd18,Research + Smart product search,compare,basic:research + compare,BTI,insurance,0.25,0.125,0.125,0.625,0.75,,,,,2,0,1,3,5,0.37,86.66666666666667
wave3_t048_combo2_feedback_extract__ind-public_sector,catalog_designed_simulation,planned_unmeasured,validation,1b69095120943d9269f41e61626abd5f22eb708b96537b3cc46ea88b640265dc,Customer insights + Document automation,feedback + extract,feedback + extract,BTI,public_sector,0.25,0.125,0.125,0.625,0.75,,,,,4,0,0,3,0,0.3,-56.25
wave3_t049_single_basic-support,catalog_designed_simulation,planned_unmeasured,train,000057e8fdddf7db6636b8d158ad8acd1e065371e38f776ce0efd08fce33165d,AI customer support,,basic:support,B,,0.2,0.1,0.1,0.5,0.5,,,,,1,5,5,1,5,0.68,154.54545454545453
wave3_t050_single_feedback,catalog_designed_simulation,planned_unmeasured,train,8d372d111bab3e58274ee9b86f65e19d0d0206605074fc3365713e894c033ceb,Customer insights,feedback,feedback,BT,,0.2,0.1,0.1,0.5,0.5,,,,,5,4,3,3,3,0.77,200.0
wave3_t051_single_normal__ind-finance,catalog_designed_simulation,planned_unmeasured,train,1746d2ed8cf49342080e0df5ab9b238050dedd838832021b238f6a5ba4755de1,Research,normal,normal,BTI,finance,0.2,0.1,0.1,0.5,0.5,,,,,2,5,2,2,3,0.58,93.75
wave3_t052_combo3_basic-insights_basic-documents_basic-research,catalog_designed_simulation,planned_unmeasured,test,4fd6515fcb34988989c55bdc99eb554a9ec1c52309adfd077dc7e18094d399fa,Customer insights + Document automation + Research,,basic:insights + basic:documents + basic:research,B,,0.3,0.15,0.15,0.75,1.0,,,,,4,4,0,4,4,0.64,106.66666666666667
wave3_t053_combo3_basic-search_basic-support_basic-research__ind-energy,catalog_designed_simulation,planned_unmeasured,test,3340d1d6c3bc7979d3feb63b30bec2187b65e10c0c71922c93348bcee8b312d6,Smart product search + AI customer support + Research,,basic:search + basic:support + basic:research,BI,energy,0.3,0.15,0.15,0.75,1.0,,,,,5,5,2,1,1,0.6799999999999999,233.33333333333334
wave3_t054_combo3_basic-research_journey_triage,catalog_designed_simulation,planned_unmeasured,train,3559fb9e326dedcd508732f3e8f104651eeee5c27134d7b3779b066d3fff2502,Research + Personalized discovery + AI customer support,journey + triage,basic:research + journey + triage,BT,,0.3,0.15,0.15,0.75,1.0,,,,,0,5,5,0,3,0.54,166.66666666666666
wave3_t055_combo3_basic-support_interests_web__ind-energy,catalog_designed_simulation,planned_unmeasured,train,f570193e484fb52a3e8a12fc65648dc1097f073541d973e7fed137dd37094ded,AI customer support + Personalized discovery + Research,interests + web,basic:support + interests + web,BTI,energy,0.3,0.15,0.15,0.75,1.0,,,,,5,0,3,4,0,0.5,242.85714285714286
wave3_t056_combo3_semantic_behavior_web__ind-retail,catalog_designed_simulation,planned_unmeasured,train,1d01ef59890ba7748f7edb2097c11b06a8d3e6ea8948854dfe55ef05f98d22da,Smart product search + Personalized discovery + Research,semantic + behavior + web,semantic + behavior + web,BTI,retail,0.3,0.15,0.15,0.75,1.0,,,,,0,0,1,5,4,0.26,-70.0
wave3_t057_single_basic-documents,catalog_designed_simulation,planned_unmeasured,train,a5b938876ac4c61d06812275680ec3e1f724bb97ea5886fcf2236b43f52169a8,Document automation,,basic:documents,B,,0.2,0.1,0.1,0.5,0.5,,,,,4,4,0,5,0,0.54,113.33333333333333
wave3_t058_single_guided,catalog_designed_simulation,planned_unmeasured,train,b8584edfd6156d9f5889ba6ca821b0e860874a17ae3c1024b5f4cf50a44c0737,Guided onboarding,guided,guided,BT,,0.2,0.1,0.1,0.5,0.5,,,,,5,3,5,5,5,0.9,16.666666666666668
wave3_t059_single_interests__ind-manufacturing,catalog_designed_simulation,planned_unmeasured,train,087f41e1e66b46e756b76707fdf95322240176da1db42e590a18e4caa7f70346,Personalized discovery,interests,interests,BTI,manufacturing,0.2,0.1,0.1,0.5,0.5,,,,,3,5,1,0,3,0.5599999999999999,16.666666666666668
wave3_t060_combo3_basic-insights_basic-search_basic-onboard,catalog_designed_simulation,planned_unmeasured,train,a96c0c2863845a71fcb2acb33ff120e940a0c014135aec90cc92bbd036c3d472,Customer insights + Smart product search + Guided onboarding,,basic:insights + basic:search + basic:onboard,B,,0.3,0.15,0.15,0.75,1.0,,,,,1,5,3,2,3,0.56,175.0
wave3_t061_combo3_basic-documents_basic-onboard_basic-insights__ind-manufacturing,catalog_designed_simulation,planned_unmeasured,train,34b3774202048ac2a5010a4b08a48de835cf5f8cd2511e6b1a35760d74f4e71e,Document automation + Guided onboarding + Customer insights,,basic:documents + basic:onboard + basic:insights,BI,manufacturing,0.3,0.15,0.15,0.75,1.0,,,,,4,1,2,3,1,0.46,187.5
wave3_t062_combo3_web_basic-documents_guided,catalog_designed_simulation,planned_unmeasured,train,8c5ba39fee76f8b593d33e49a67f249540d03328e4ef331752d50ac2b0fb130b,Research + Document automation + Guided onboarding,web + guided,web + basic:documents + guided,BT,,0.3,0.15,0.15,0.75,1.0,,,,,1,5,4,3,4,0.65,-77.77777777777777
wave3_t063_combo3_journey_basic-onboard_compare__ind-finance,catalog_designed_simulation,planned_unmeasured,train,bc83818e1092f136bdbf0eeee32596924002d7cf844430c8087440ad263cd921,Personalized discovery + Guided onboarding + Smart product search,journey + compare,journey + basic:onboard + compare,BTI,finance,0.3,0.15,0.15,0.75,1.0,,,,,2,5,0,3,2,0.49,-71.42857142857143
wave3_t064_combo3_review_triage_sentiment__ind-healthcare,catalog_designed_simulation,planned_unmeasured,test,3ee494508ae78d4e7f671acca12e293781f54f5e3fed2a1b175a19c14052caba,Document automation + AI customer support + Customer insights,review + triage + sentiment,review + triage + sentiment,BTI,healthcare,0.3,0.15,0.15,0.75,1.0,,,,,0,1,5,5,4,0.47000000000000003,137.5
wave3_t065_single_basic-insights,catalog_designed_simulation,planned_unmeasured,train,79903612248ff962e77e564d2349df78fc0e1711b7aa0b810c49f7f1133d2124,Customer insights,,basic:insights,B,,0.2,0.1,0.1,0.5,0.5,,,,,2,4,3,1,3,0.55,480.0
wave3_t066_single_interests,catalog_designed_simulation,planned_unmeasured,train,94fcdb07322666da997f553e417458975b688c194db0cf4394b23e81660c90d5,Personalized discovery,interests,interests,BT,,0.2,0.1,0.1,0.5,0.5,,,,,5,1,3,2,1,0.54,316.6666666666667
wave3_t067_single_adaptive__ind-manufacturing,catalog_designed_simulation,planned_unmeasured,train,0ab30cf90a7e332dd4745e2c43b48f3866e80285243640f3e17ae69f630d63e0,Guided onboarding,adaptive,adaptive,BTI,manufacturing,0.2,0.1,0.1,0.5,0.5,,,,,0,0,0,2,4,0.16,175.0
wave3_t068_combo3_basic-research_basic-documents_basic-recommend,catalog_designed_simulation,planned_unmeasured,train,1d609cb98d386c8c43f8bb49048afad7ea5267eb8be3ea4c07e7090a4b291121,Research + Document automation + Personalized discovery,,basic:research + basic:documents + basic:recommend,B,,0.3,0.15,0.15,0.75,1.0,,,,,4,4,1,0,4,0.6,120.0
wave3_t069_combo3_basic-support_basic-research_basic-recommend__ind-insurance,catalog_designed_simulation,planned_unmeasured,validation,07654dc52317ebcdeadb51553c4e913dc9103a720b0feaf99c871a4b6ad9bae3,AI customer support + Research + Personalized discovery,,basic:support + basic:research + basic:recommend,BI,insurance,0.3,0.15,0.15,0.75,1.0,,,,,0,1,4,2,1,0.28,214.28571428571428
wave3_t070_combo3_basic-insights_triage_semantic,catalog_designed_simulation,planned_unmeasured,train,2cdb79928fa042abbd9fcb05c865e6b430558e15bac326f9969804956f9fa66c,Customer insights + AI customer support + Smart product search,triage + semantic,basic:insights + triage + semantic,BT,,0.3,0.15,0.15,0.75,1.0,,,,,5,0,3,4,1,0.53,766.6666666666666
wave3_t071_combo3_guided_review_basic-support__ind-insurance,catalog_designed_simulation,planned_unmeasured,validation,c44941dff164bd307a96140cf9e66efc60e3fca497dc5ad2a4a121ff69285e32,Guided onboarding + Document automation + AI customer support,guided + review,guided + review + basic:support,BTI,insurance,0.3,0.15,0.15,0.75,1.0,,,,,0,0,2,1,0,0.1,-62.5
wave3_t072_combo3_faq_guided_deep__ind-public_sector,catalog_designed_simulation,planned_unmeasured,train,c5e050935e3f4e736f102401dfe6d329fb595f23597f795328205d8fe1705cab,AI customer support + Guided onboarding + Research,faq + guided + deep,faq + guided + deep,BTI,public_sector,0.3,0.15,0.15,0.75,1.0,,,,,2,2,2,0,3,0.39,25.0
wave3_t073_single_basic-onboard,catalog_designed_simulation,planned_unmeasured,train,f78bcbaaa011a6822c857b60e586694725645d48cc0feb32039c0529bf2ecb34,Guided onboarding,,basic:onboard,B,,0.2,0.1,0.1,0.5,0.5,,,,,3,5,3,4,2,0.6900000000000001,-83.33333333333333
wave3_t074_single_journey,catalog_designed_simulation,planned_unmeasured,train,aadb5d94f4cb1e6a0941c9f5064beb86cc0abdfc680e07998641d27115c795b7,Personalized discovery,journey,journey,BT,,0.2,0.1,0.1,0.5,0.5,,,,,4,2,0,0,5,0.49,6.25
wave3_t075_single_extract__ind-public_sector,catalog_designed_simulation,planned_unmeasured,train,a8ce839603279ed50ae1029070172b8d576413aa78122483e5bcd6013b94bcc4,Document automation,extract,extract,BTI,public_sector,0.2,0.1,0.1,0.5,0.5,,,,,3,2,1,3,1,0.41000000000000003,-29.41176470588235
wave3_t076_combo3_basic-search_basic-support_basic-insights,catalog_designed_simulation,planned_unmeasured,train,381aff590105066b739cd0340d7ea990703679adfa0dae7a92011431b9efc7bc,Smart product search + AI customer support + Customer insights,,basic:search + basic:support + basic:insights,B,,0.3,0.15,0.15,0.75,1.0,,,,,4,2,1,3,2,0.5,25.0
wave3_t077_combo3_basic-insights_basic-search_basic-documents__ind-insurance,catalog_designed_simulation,planned_unmeasured,train,b0c71118fa6f829afffc1539a6eef663684331bdb1061da119f7396b05e15d55,Customer insights + Smart product search + Document automation,,basic:insights + basic:search + basic:documents,BI,insurance,0.3,0.15,0.15,0.75,1.0,,,,,2,3,0,0,1,0.3,62.5
wave3_t078_combo3_compare_basic-onboard_behavior,catalog_designed_simulation,planned_unmeasured,test,e74ab28c350db1c42f12d2e4702e5aaea409f609b75bc06a0362ba4728457c7c,Smart product search + Guided onboarding + Personalized discovery,compare + behavior,compare + basic:onboard + behavior,BT,,0.3,0.15,0.15,0.75,1.0,,,,,2,3,2,4,3,0.52,50.0
wave3_t079_combo3_basic-insights_behavior_extract__ind-public_sector,catalog_designed_simulation,planned_unmeasured,train,bc62bfdf8368203ff698d1365df81dcf7532325a5037acdbf8c47be1b44c1130,Customer insights + Personalized discovery + Document automation,behavior + extract,basic:insights + behavior + extract,BTI,public_sector,0.3,0.15,0.15,0.75,1.0,,,,,3,5,5,4,5,0.86,17.647058823529413
wave3_t080_combo3_guided_journey_sentiment__ind-manufacturing,catalog_designed_simulation,planned_unmeasured,train,d0b87329486b2b914048038cc80967e215845f68de7901c67e888eed7f116d2c,Guided onboarding + Personalized discovery + Customer insights,guided + journey + sentiment,guided + journey + sentiment,BTI,manufacturing,0.3,0.15,0.15,0.75,1.0,,,,,1,0,3,4,0,0.26,11.764705882352942
wave3_t081_single_basic-recommend,catalog_designed_simulation,planned_unmeasured,test,b747591407d3c8fe6714fe530cbd91f8d678093aa834998208ad8d895a37722a,Personalized discovery,,basic:recommend,B,,0.2,0.1,0.1,0.5,0.5,,,,,2,3,0,5,1,0.4,10.0
wave3_t082_single_normal,catalog_designed_simulation,planned_unmeasured,train,794e0d6f28eea81700713b48bbe5cae57ea0a0be1f6da57811f457ad1bd86876,Research,normal,normal,BT,,0.2,0.1,0.1,0.5,0.5,,,,,0,3,5,1,2,0.43,-37.5
wave3_t083_single_semantic__ind-finance,catalog_designed_simulation,planned_unmeasured,validation,013e75a75428fc19e7944318bc723377023ff2530769a8c345fba28aa6eb4787,Smart product search,semantic,semantic,BTI,finance,0.2,0.1,0.1,0.5,0.5,,,,,0,5,0,5,2,0.41000000000000003,33.333333333333336
wave3_t084_combo3_basic-onboard_basic-recommend_basic-documents,catalog_designed_simulation,planned_unmeasured,validation,c3d2577394a608508be96f46b9167fad820c385fa2eedf33d52f9900ca837cff,Guided onboarding + Personalized discovery + Document automation,,basic:onboard + basic:recommend + basic:documents,B,,0.3,0.15,0.15,0.75,1.0,,,,,3,0,0,1,1,0.22999999999999998,-69.23076923076923
wave3_t085_combo3_basic-support_basic-onboard_basic-recommend__ind-telecom,catalog_designed_simulation,planned_unmeasured,train,5f00e615b9d37dab2b914fb8f2ef5fe60ff192619bfae4526f06338c8ed62eae,AI customer support + Guided onboarding + Personalized discovery,,basic:support + basic:onboard + basic:recommend,BI,telecom,0.3,0.15,0.15,0.75,1.0,,,,,2,2,4,2,1,0.45,-30.0
wave3_t086_combo3_web_basic-documents_sentiment,catalog_designed_simulation,planned_unmeasured,validation,21c59459939884054bc83d100bfe4c8cc3f6137dd0e665d29e7eed5c7489e473,Research + Document automation + Customer insights,web + sentiment,web + basic:documents + sentiment,BT,,0.3,0.15,0.15,0.75,1.0,,,,,3,5,3,2,5,0.74,300.0
wave3_t087_combo3_sentiment_basic-search_normal__ind-healthcare,catalog_designed_simulation,planned_unmeasured,test,60408c6236c95c159f168de8d26851a16235cd1f2499fff4caf14d17d57877b0,Customer insights + Smart product search + Research,sentiment + normal,sentiment + basic:search + normal,BTI,healthcare,0.3,0.15,0.15,0.75,1.0,,,,,3,5,4,5,3,0.78,-66.66666666666667
wave3_t088_combo3_triage_review_semantic__ind-telecom,catalog_designed_simulation,planned_unmeasured,validation,6ec50ab9cb6baad2c9e9d6ae55062906e2b534377c3928987731d0b1a0f39fa4,AI customer support + Document automation + Smart product search,triage + review + semantic,triage + review + semantic,BTI,telecom,0.3,0.15,0.15,0.75,1.0,,,,,1,3,1,1,1,0.3,62.5
wave3_t089_single_basic-research,catalog_designed_simulation,planned_unmeasured,train,aff94acd492f7c6a5c8ed5e9d9f8619fb915bef0e1030782bdadb405eeaef542,Research,,basic:research,B,,0.2,0.1,0.1,0.5,0.5,,,,,3,2,2,2,4,0.52,-15.384615384615385
wave3_t090_single_review,catalog_designed_simulation,planned_unmeasured,train,a96884a032c81cf1c81370de64f329159a5f5b2eaaccc5ae0df3ea1bec5d1cca,Document automation,review,review,BT,,0.2,0.1,0.1,0.5,0.5,,,,,3,2,2,4,5,0.59,58.8235294117647
wave3_t091_single_triage__ind-retail,catalog_designed_simulation,planned_unmeasured,train,4d1f4642e096a800dd3bab8d20db9b19ddf8026bac14135ef455f163b4d9a265,AI customer support,triage,triage,BTI,retail,0.2,0.1,0.1,0.5,0.5,,,,,2,2,0,2,5,0.41,675.0
wave3_t092_combo3_basic-research_basic-search_basic-insights,catalog_designed_simulation,planned_unmeasured,train,e26bf6a0bc66a42dc07bb97847f279d28d39e25ac0a4f01ff43c129df3f0652b,Research + Smart product search + Customer insights,,basic:research + basic:search + basic:insights,B,,0.3,0.15,0.15,0.75,1.0,,,,,4,1,1,0,4,0.45,733.3333333333334
wave3_t093_combo3_basic-documents_basic-insights_basic-research__ind-retail,catalog_designed_simulation,planned_unmeasured,train,91121507b031b787c31a95053de7e5bdda835115168060177415061a342bbc36,Document automation + Customer insights + Research,,basic:documents + basic:insights + basic:research,BI,retail,0.3,0.15,0.15,0.75,1.0,,,,,3,1,1,4,4,0.47,-50.0
wave3_t094_combo4_basic-insights_semantic_review_guided,catalog_designed_simulation,planned_unmeasured,test,aaa4171018058ea1bc2b47da39e1feab6e47af68079ae57c13def3589d213b08,Customer insights + Smart product search + Document automation + Guided onboarding,semantic + review + guided,basic:insights + semantic + review + guided,BT,,0.35,0.175,0.175,0.875,1.25,,,,,2,1,3,4,4,0.49,93.33333333333333
